5:
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3 
3
3
3
3

3
3
3
3
3
3
3
3
3
3
3
n,

n, n
3
3
3
3
3
3

3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
