:
4, 5, 4, 4
4, 4, 4, 4
3, 4, 5, 4
3, 6, 3, 3
4, 5, 5, 3
5, 6, 4, 4
4, 4,

6, 7
6, 7, 5, 5
5, 5, 4, 7
6, 6, 4, 4
4, 4, 4, 5

7, 8, 7, 7
8, 7, 11, 11

6, 6, 7, 8
6, 7, 7, 8
6, 8, 7, 8
8, 9, 9, 7
5, 8, 8, 6
6, 7, 7, 6
9, 7, 7, 10
