:
4
5
5
5
5
5

11, 12, 11, 8, 9
9, 9, 9, 10, 13
12, 10, 11,

10, 9
6, 9, 5, 5, 5
6, 10, 

5, 5, 6
5, 6, 6, 5, 5
6, 6, 6, 9, 7
5, 5, 6, 5, 7
7, 7, 5, 5, 5
6, 8, 6, 5, 5
6, 5, 5, 8, 9
6, 5, 5, 5, 5
5, 12, 12, 11, 9
8, 8, 8, 8, 9
