3:
4
5
5
5

16, 18, 17, 15, 15
15, 14, 13, 14, 15
17, 17, 15, 10, 10
10, 10, 10, 11,

9
8, 7, 7, 7, 6
4, 5, 6, 7, 7
6, 6, 6, 7, 8

9, 9, 7, 7, 9
9, 7, 6, 7, 9
10, 9, 10, 8, 10
7, 8, 7, 7, 8
10, 6, 6, 7, 9
9, 7, 10, 8, 8
9, 6, 6, 7, 7
6, 6, 6, 6, 7
