:
n, n, 6, 6
5
5
5
5

7, 8, 7, 7, 7
6, 7, 8, 8, 7
7, 8,

13, 12, 12
10, 11, 9,

9, 10
7, 7, 6, 7, 6
6, 5, 5, 5, 4
8, 9, 6, 7, 6
8, 9, 7, 7, 9
